Sample in Buffer	Sample in Window	SCIN_COIN	DataPort[1]	DataPort[2]	DataPort[3]	DataPort[4]	DataPort[5]	DataPort[6]	DataPort[7]	DataPort[8]	DataPort[9]	DataPort[10]	DataPort[11]	DataPort[12]	DataPort[13]	DataPort[14]	DataPort[15]	DataPort[16]	DataPort[17]	DataPort[18]	DataPort[19]	DataPort[20]	DataPort[21]	DataPort[22]	DataPort[23]	DataPort[24]	DataPort[25]	DataPort[26]	DataPort[27]	DataPort[28]	DataPort[29]	DataPort[30]	DataPort[31]	DataPort[32]	DataPort[33]	DataPort[34]	DataPort[35]	DataPort[36]	DataPort[37]	DataPort[38]	DataPort[39]	DataPort[40]	DataPort[41]	DataPort[42]	DataPort[43]	DataPort[44]	DataPort[45]	DataPort[46]	DataPort[47]	RD_EMPTY	RD_VALID	RD_CLK	RD_EN	SCIN_LATCH_Q	clk50	DataPort[54]	DataPort[55]	DataPort[56]	DataPort[57]	DataPort[58]	DataPort[59]	DataPort[60]	DataPort[61]	DataPort[62]	DataPort[63]	myCounter	OTUBE	TUBE3A	TUBE3B	TUBE4A	TUBE4B
444	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	780	29951	00	00	00	00	
445	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	781	38143	00	00	00	00	
446	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	782	38143	00	00	80	00	
447	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	783	38143	00	00	00	00	
448	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	784	38143	00	00	00	00	
449	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	785	38143	00	00	00	00	
450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	1	786	38143	00	00	00	00	
451	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	787	38143	00	00	00	00	
452	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	788	38143	00	00	00	00	
453	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	789	38143	00	00	00	00	
454	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1	1	790	38143	00	00	00	00	
455	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1	791	38143	00	00	00	00	
456	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	792	38143	00	00	00	00	
457	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	793	46335	00	00	00	00	
458	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	794	46335	00	00	00	00	
459	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	795	46335	00	00	00	00	
460	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	796	46335	00	00	00	00	
461	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	797	46335	00	00	00	00	
462	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	798	46335	00	00	00	00	
463	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	799	46335	00	00	00	00	
464	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	800	46335	00	00	00	00	
465	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	801	46335	00	00	00	00	
466	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	802	46335	00	00	00	00	
467	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	803	46335	00	00	00	00	
468	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	804	46335	00	00	00	00	
469	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	805	54527	00	00	00	00	
470	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	806	54527	00	00	00	00	
471	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	807	54527	00	00	00	00	
472	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	808	54527	00	00	00	00	
473	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	809	54527	00	00	00	00	
474	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	810	54527	00	00	00	00	
475	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	811	54527	00	00	00	00	
476	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	812	54527	00	00	00	00	
477	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	1	813	54527	00	00	00	00	
478	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	814	54527	00	00	00	00	
479	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	815	54527	00	00	00	00	
480	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	816	54527	00	00	00	00	
481	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	817	54527	00	00	00	00	
482	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	818	62719	00	00	00	00	
483	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	819	62719	00	00	00	00	
484	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	820	62719	00	00	00	00	
485	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	821	62719	00	00	00	00	
486	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	822	62719	00	00	00	00	
487	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	823	62719	00	00	00	00	
488	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	1	824	62719	00	00	00	00	
489	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	825	62719	00	00	00	00	
490	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	826	62719	00	00	00	00	
491	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	827	62719	00	00	00	00	
492	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	828	62719	00	00	00	00	
493	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	829	62719	00	00	00	00	
494	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	830	65535	00	00	00	00	
495	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	831	65535	00	00	00	00	
496	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	832	65535	00	00	00	00	
497	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	833	65535	00	00	00	00	
498	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	1	1	834	65535	00	00	00	00	
499	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	0	1	1	835	65535	00	00	00	00	
500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	1	836	65535	00	00	00	00	
501	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	837	65535	00	00	00	00	
502	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	838	65535	00	00	00	00	
503	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	839	65535	00	00	00	00	
504	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	840	65535	00	00	00	00	
505	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	841	65535	00	00	00	00	
506	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1	1	842	65535	00	00	00	00	
507	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0	1	0	1	1	843	65535	00	00	00	00	
508	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	844	65535	00	00	00	00	
509	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	845	65535	00	00	00	00	
510	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	846	65535	00	00	00	00	
511	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	847	65535	00	00	00	00	
